name,comment
 کالوک ,"
                            در حد و اندازه امتیازاتش بود حتی یکم بیشتر، کیفیت غذا بالا بود، محیط و سرویس دهی هم سریع و خوب، سه نوع کباب مختلف سفارش دادیم که همگی عالی بودن
                        "
 کالوک ,"
                            برای بار دوم به این رستوران میرفتم.
پاستای سبزیجات و کباب لقمه خوشمزه بود
شیشلیک اینبار بنظر میومد خوب پخته نشده و بوی خامی میداد بعضی هاش.
پذیرایی و سرویس دهی عالی بود.
                        "
 کالوک ,"
                            کالوک جزو بهترین هاست. چندین بار رفتیم‌و هر دفعه هر غذایی سفارش دادیم عالی بوده
                        "
 کالوک ,"
                            همراه دوستان خانوادگی امروز در بالکن کالوک نشستیم. فضای سرپوشیده ای بود. موزیک مناسب و بوی قلیون خیلی کمی میومد. گارسن های مودب ، صبور و خوش برخوردی داشت. چندین پنکه و چندین اسپلیت هوا رو تهویه میکردن.
سالاد سزار سوخاری و گریل هردو بسیار خوشمزه بود. پاستاهای پانا و کارنه حرف نداشت. شیشلیک و کباب لقمه هم خوب پخته شده بود و با نون تازه سرو شد. 
محیط زیبا و شیکی داشت و مهم تر اینکه پارکینگ اختصاصی هم داره. 
ممنون از پذیراییشون.
قطعا دوباره مهمونشون میشیم
                        "
 کالوک ,"
                            محيط شيك و عالي با غذاهاي لذيذ ايتاليايي و ايراني - سرويس دهي خوب و پرسنلي حرفه اي ،فضاي داخل بسيار شيك و لاكچري با ديزاين صندليهاي چرم  رنگ مشكي ونور كم  ،داراي دو نمايشگر داخل سالن كه براي تماشاي بازيهاي فوتبال اگر شلوغ باشه خوبه ،بالكن كه باصفاس و براي كشيدن قليان و سرو غذا هم مناسبه ،پيتزا ها و سااد سزارش واقعا خوشمزه س،پاركينگ هم داره .
                        "
 کالوک ,"
                            ما امشب برای دومین بار رفتیم، سالاد سزارش عالیه، سالمون گریل به نسبت قیمتش خوب نبود، خوب مزه دار نشده بود، برخورد اکثر کارکنان هم خوب بود، فقط یه آقایی بود فک میکنم اسمشون افشین بود (گوشه ی ابروشون تتو داشتن) خیلی بد اخلاق بودن، البته با ما خوش اخلاق بودن، ولی همه ش در حال دعوا کردن خدمه بودن، انگار نه انگار اون بنده های خدا آدمن، به شکل خیلی زننده ای جلوی جمع دعواشون میکردن، در حدی که خواهر من اعصابش خورد شد و میخواست بهشون تذکر بده، خوب شد رئیسی چیزی نشدن واقعا، ولی بقیه ی موارد خوب بود
                        "
 کالوک ,"
                            یه رستوران خوب تو محدوده اندرزگو😍 فضای خوبی داره. به خصوص بالکن.
 تو منوشون هم غذاهای ایتالیایی دارند و هم چندمدل عذای ایرانی. ما سالاد سزار و پیتزا چهارفصل سفارش دادیم و با check in فیدیلیو یه موهیتو هم گرفتیم. سالاد سزار حجم مناسب با سس خوشمزه😋 پیتزا چهارفصل هم خوب بود (البته به جز اسلایس پیتزا مارگاریتا که مزه نون با گوجه‌کبابی میداد!) پیتزا بزرگتر از چیزی که فکر میکردیم بود و موهیتو طعم و غلظت بسیارخوبی داشت😋
از رستوران‌هایی هست که حتما دوباره میرم😊
                        "
 کالوک ,"
                            ما برای بار اول بود که رفتیم به همراه مهمونامون و واقعا از همه چیز راضی بودیم،برخورد پرسنل خیلی خوب بود و رسیدگی عالی بود،طعم غذاها عالی بود ،ما شیشلیک و کباب لقمه و پیتزا مخصوص و غیش قوزی به همراه سالاد سزار و نوشیدنی سفارش دادیم و از همه غذاها راضی بودیم. البته قیمت به نظر میاد یه خورده بالا باشه. 
ما تو بالکن نشستیم و با وجود اینکه تو بالکن قلیون و سیگار کشیده میشد اصلا اذیت کننده نبود و در واقع اصلا احساس نمیشد،کاملا خنک و هوای مطبوعی داشت
در کل غذا و محیط رستوران و پرسنل همگی خوب بودن
                        "
 کالوک ,"
                            محل عالی .پیتزا متوسط .سالاد سزار عالی.ملانژیا عالی بود
                        "
 کالوک ,"
                            ریب استیک چربی زیاد داشت اما پختش خوب بود, پیتزاش هم (سرلیون؟) طعم خوبی داشت
سیب تنوری 2 نفره عالی بود
موهیتو معمولی
بلک چری بد
در کل شد 300 تومن که واسه این سطح, منطقی بود, حجم غذا ها قشنگ زیاد و خوب بود 😂
                        "
 کالوک ,"
                            منوی ایتالیایی داره و استیک فیله مینیونش که با سس آلبالو سرو میشه بسیار پرطرفدار است. اما کالوک هم جزو رستوران هایی است که سالاد سزارش را با دو نوع مرغ گریل و سوخاری سرو می کنه. سالادی که از گوجه گیلاسی، پودر پنیر پارمزان و تکه های نان تست سوخاری شده درست شده.
                        "
 کالوک ,"
                            در کالوک همه چیز از آنِ شما خواهد بود تا بتوانید با ترتیب دادن برنامه های کاملا حرفه ای در راستای هرچه باشکوه تر برگزار کردن جشن تولد مورد نظرتان برآیید. منوی مربوط به بخش رستوانی کالوک پر شده است از انواع غذاهای ایتالیایی، عربی و صد البته ایرانی که صحبت کردن در مورد کیفیت آنان بدون چشیدن طعم و مزه های این همه غذای رنگارنگ انصافا زیاده گویی بحساب می آید! منوی مربوط به به بخش کافه کالوک که یکی از کافه تولدهای تهران هست، نیز تشکیل می شود از انواع و اقسام پیشنهادات جذاب برای پذیرایی از شما کافه گردها و مشتریان محترم که حتما از سپری کردن دقایق عمر خود در این مجموعه پذیرایی حسابی لذت خواهید برد. در پایان بد نیست بدانید که کافه رستوران کالوک از محوطه اختصاصی برای پارکینگ، تراسی فوق العاده چشم نواز و همچنین سالنی جذاب برخوردار است که می توان بر روی شایستگی های موجود در این فضا در کنار سطح حرفه ای کارکنان و خدماتش حساب ویژه ای باز نمایید.

نشانی کافه رستوران کالوک: تهران - بلوار اندرزگو - بلوار صبا - مجتمع کبیر


                        "
 کالوک ,"
                            چندین و چند بار رفتم به این رستوران و همیشه در حد خوب بوده است و ثبات داشته است. دکوراسیون خوب با یک تراس که خیلی بزرگ نیست. سرویس دهی خوب کیفیت غذا هم ایرانی هم فرنگی خوب ( سالاد سزار با مرغ سوخاری خیلی خوب بود، چیکن استراگانف و پیتزا پالرمو هم خوب بود، یه غذای عربی هم دارند به اسم قالیه که تند هست ولی خیلی عالی بود) قلیون هم خوبه که قیمتش ۸۵ تومان است
دکوراسیون ۸/۱۰
کیفیت غذا ۹/۱۰
سرویس دهی ۸/۱۰
قلیون ۸/۱۰
مجموع ۸/۱۰
                        "
 کالوک ,"
                            ما برای اولین بار اومدیم کیفیت غذا عالی برخورد پرسنل خیلی خوب قلیون عالی بود در کل همه چی عالی👌🌷
                        "
 کالوک ,"
                            غذاهاش خوبه. سالاد اسفناجش عالیه، قالیه خوشمزه نیست و کیفیت پیتزاها بالاست.
                        "
 کالوک ,"
                            تا حالا 3بار به این رستوران رفتم فضا و غذاش رو دوست دارم
حجم غذاها زیاده برخورد پرسنل مودبانه و صمیمی
جوجه فسنجون با برنج برای 2نفر کاملا کافیه، بیف استروگانف چون خیلی چرب و سنگین بود واسه 1نفر زیاد بود 
پیش غذا ملانژان سفارش دادیم که 1ظرف کوچولو با محتوایی به شدت تلخ بود (احتمالا به خاطر بادمجون بود) اعلام کردیم که گفتن مجددا براتون میاریم موهیتوهاش هم خوبه
چک این هم کردیم که مجددا موهیتو آوردن و گفتن چون بعد از سفارش چک این کردین قبلی ها در سفارش ثبت شده
                        "
 کالوک ,"
                            همچنان با کیفیت، البته قیمتها افزایش پیدا کرده. ولی با توجه به اینکه نه از کیفیت کم شده نه از حجم غذا، باز هم برای من جزو محبوب ترین رستورانهاست
                        "
 کالوک ,"
                            غذا خوب بود و از اون خوبتر برخورد پرسنل بود. میکس مزه رو امتحان کنید جالبه. البته تک آیتمش رو نه. کاملش رو. چیپس و پنیرش خوشمزست. گوشت کباب کوبیده خوب بود ولی من شخصا کباب ضخیم دوست ندارم. اگه دوسیخه بود بهتر بود. غذای عربیش هم خوب بود ولی خیلی تند. 
یه تشکر ویژه هم از خانمی که مسئول رزرو تلفنی هستند که با صبر و حوصله با پسر شیطون من که بدون اطلاع ما به رستوران زنگ زده بود صحبت کردن . که این نشون احترام واقعی هست که به افراد گذاشته میشه و نه احترام ظاهری
                        "
 کالوک ,"
                            من عاشق فضای باز با محیط آرامش بخش هستم. کیفیت غذاها خوبه و اینکه پرسنل بسیار خوبی دارن . برای رفتن روف شو پیشنهاد میکنم. 
                        "
 کالوک ,"
                            مجددا به کالوک رفته بودیم . سفارش این دفعه ما سالاد سزار با فیله سوخاری ، پیتزا کواترو ( چهار فصل ) و پیتزا پالرمو به همراه موهیتو بود که با چک این کردن به ما دادن . سالاد سزار با فیله سوخاری مثل همیشه عالی بود . فیله های سوخاری کاملا داغ سرو شده بود و مشخص بود در لحظه سرخ شده بود . بعضی رستوران ها از رنگ و رو و سفتی فیله ها مشخصه که فیله ها قبلا سرخ شده بود و مجددا گرم می شوند . طعم سوخاری و کریسپی فیله ها عالی بود .‌ حجم سالاد زیاد و ۳ نفره است . طعم سس سزار عالیه و خوب درست می کنند ، فقط احساس میشه که زیاد سس می زنند و کف ظرف کاهوها کاملا غوطه ور در سس می شوند . اگه یکم حجم سس رو کمتر کنند بهتر میشه یا مثلا سس سزار رو در ظرف جداگانه سرو کنند و هر کی به هر اندازه میخواد سس بریزه . اینجوری یه خوبی دیگه هم که داره اینه که شاید کسی بخواد یه مقدار از سس سزارش رو با بقیه سفارشات میل کنه . کلا سس سزار خوشمزه است و با اکثر غذاهای ایتالیایی و فست فودی هماهنگ و خوشمزه میشه . کاهوهای استفاده شده تازه بود و از لایه های پلاسیده و زمخت بیرونی استفاده نشده بود . تکه های نان کروتان داخلش بسیار خوب مزه دار شده بود .‌ سالاد سزار همه چیش عالی بود و بهش نمره کامل ۵ میدم . پیتزا کواترو ( چهار فصل ) به تازگی به منو اضافه شده بود و جاش قبلا تو منو خالی بود . شامل میکس چهار مدل پیتزاهای پپرونی ، سر لوین مارینارا ، چیکن لاور و مارگاریتا بود . خمیر پیتزا ترد و خوشمزه بود . کف خمیر سوخته یا آب انداخته نبود و به اندازه پخته شده بود . تنوع طعم ها خوب رعایت شده . یک مدل با مرغ ، یکی با گوشت قرمز ، یکی با پپرونی یا کالباس و آخری با سبزیجات . برش های سر لوین مارینارا یا همان چانو یا استیک با فیله گوساله و سس سیر و سس مارینارا و سس بینر بود . فیله های گوساله خوب مرینیت شده بود و به هیچ وجه لاستیک طوری یا کش مانند نشده بود و به خوبی تو دهان آب میشد و داغ هم بودند . سس های داخلش خوب در اومده بود و تخصصی درست شده بودند . برش های پپرونی هم مشخص بود که از پپرونی مرغوب استفاده شده بود و این که با توجه به نازک بودن ورقه های پپرونی ، به اندازه داخل فر مونده بود و گوشه های پپرونی کز خورده و سوخته نبود . طعم میکس پنیر در سرتاسر پیتزا بسیار عالی و خوشمزه و هماهنگ بود . برش های پیتزا مارگاریتا هم خوشمزه بود و طعم ریحان به خوبی احساس میشد . به شخصه ترجیح میدم این برش ها به جای پیتزا مارگاریتا ، پیتزا وجترین باشه و کدو خلالی و بادمجان حلقه ای و ذرت شیرین و قارچ و زیتون سیاه داشته باشه .‌ اصولا سفارش دهندگان پیتزا چهار فصل افرادی هستند که دنبال تنوع مزه و ترکیبات مختلف و هیجان انگیز هستند . پیتزا مارگاریتا بسیار ساده و بدون هیجانه .‌ برش های چیکن لاور هم خوشمزه شده بود و تکه های مرغ خوب پخته شده بود و بوی زخم و ... نمیداد و کاملا هم مغزپخت بود . این برش هم عالی و خوشمزه شده بود ولی به نظرم این برش رو هم اگه بهش سس پستو اضافه بشه یا مثلا مرغ ها تندوری بشن ، متفاوت تر و هیجان انگیز تر میشه . چیکن پستو یا چیکن تندوری به نظر بهتر از چیکن لاور در میاد . در کل اینا در حد پیشنهاد بود . طعم پیتزا کواترو بسیار عالی بود و بهش نمره کامل ۵ میدم و توصیه می کنم امتحان کنید . پیتزا پالرمو رو دفعه قبل هم سفارش داده بودیم و به قدری عالی بود که مجددا این بار سفارش دادیم . توضیحات کاملش تو پست قبلی هست و دیگه مجددا تکرار نمی کنم . بسیار عالی بود و بهش نمره کامل ۵ میدم . یک سری تغییرات ایجاد شده بود که شامل موارد زیر بود :
۱-اضافه شدن ۹ درصد مالیات بر ارزش افزوده به فاکتور 
۲-اضافه شدن قیمت های منو 
۳- کامل تر شدن و اضافه شدن آیتم های جدید در اکثر بخش های منو
سایر توضیحات لازم درباره کالوک هم به دفعات در پست های قبلی ذکر شده است و فقط همون سه مورد که گفتم اطلاعات جدید و به روز بود .‌ ممنون و خسته نباشید خدمت پرسنل محترم رستوران کالوک 
                        "
 کالوک ,"
                            پیتزا پالرمو که هیچ جایی برای گفتن باقی نمیزاره ۵ستاره کامل ، سالاد سزار هم خوب بود ولی نه به خوبی پالرمو بعضی کاهوهاش تلخ بود ولی بازم خیلی بهتر از خیلی جاها بود میکس مزه ولی یک چیز دیگس بخصوص متبل و حمص
                        "
 کالوک ,"
                            عکس های کامل منوی جدید کافه رستوران کالوک چه در بخش غذاها و چه در بخش کافه رو همراه با جزییات و قیمت های به روز رو گرفتم و ارسال می کنم . امیدوارم بتونه مفید واقع بشه . این عکس ها مربوط به اردیبهشت نود و هشته . ممنون و خسته نباشید خدمت تیم محترم فیدیلیو 
                        "
 کالوک ,"
                            رستوران خوبیه بخصوص میکس مزه و کشک بادمجان حتما توصیه میشه.
                        "
 کالوک ,"
                            من اولین بار بود اینجا میرفتم خیلی هم راضی بودم سفارشمون سالاد گرین بود که سس خوشمزه ای داشت با استیک رولی که اونم خیلی خوش طمع بود فضای بیرون داره برا سیگار و قلیون  از نظر سرویس دهی هم خیلی مودب و منظم بودن پارکینگ رایگان هم داره  در کل خیلی راضی بودم و حتما بارها میرم و 
                        "
 کالوک ,"
                            رستورا خیلی خوووبیه 
چیپس و بنیرش عالیه مث پیتزا
فلیون حرف نداشت
حتما باید از قبل رزرزو کنید
                        "
 کالوک ,"
                            فوق العاده بی نظم و بی کیفیت، کیک ها مزه موندگی و یخچال میداد، در قیلان از تنباکو بی کیفیت استفاده شده بود، گارسون ها حواس پرت! ما نوشیدنی و کیک و قیلیان سفارش داده بودیم برامون نمک فلفل و سس اوردن سر میز! مهمان داشتم و کیفیت همه چی به قدری پایین بود که شرمنده شدم!!!!!
                        "
 کالوک ,"
                            محیط خوب
برخورد محترمانه پرسنل
و غذای خوب و با کیفیت
در کالوک وجود داره
پیشنهاد میکنم حتما امتحان کنین. 
                        "
 کالوک ,"
                            برخلاف امتیاز بالایی که داره،ولی غذاشون اصلا کیفیت نداشت،من کباب مخلوط گرفتم که برگ و جوجه آن هردو بسیار سفت بودن و به سختی با کارد جدا می شدند،در ضمن غذا هم بسیار سرد بود.
                        "
 کالوک ,"
                            همه چي خوب بورد
قليون خوبي داشت انبه من تست مردم كه عالي بود
چايي چند بار شارژ شد
پرسنل خوبي داشت
ميكس مزه هم خوب بود 
در كل كيفيت خيليييي خووبي داشت 
فضا خوب بووود
پيشنهاد ميكنم بريد
                        "
 کالوک ,"
                            همه چی خوبه
رفتار پرسنلشم عالی
                        "
 کالوک ,"
                            رسيدن غذا به موقع و زود رسيدگى پرسنل بسيار خوب،غذا هم عالى،جالبه كه جايى كه بهش مى گن ترأس  و قليون داره دود اصلاً اذيت نمى كنه.توصيه مى شه حتماً برين و لذت ببرين
                        "
 کالوک ,"
                            man ghablan  ye chanbari ba chand ta az  dustam ein resturan raftam ghazaha va servisesh kheili khub bud  alan nemidunam modiriyat va tim hamune ya na dar kol resturane khubiye👍
                        "
 کالوک ,"
                            سرویس دهیشون خوب بود. 
قلیان هاشونم خوب بود 
میکس مزه طعم خوبی داشت. 
ما یه غذامون میگو سوخاری بود که به نظرم خیلی معمولی بود میتونست بهتر از این باشه و غذای دیگر فاهیتای گوشت بود که هم طعمش عالی بود هم گوشتش لذیذ بود و کیفیتش خود بود. 
                        "
 کالوک ,"
                            کیفت غذا و برخورد پرسنل و سرویس دهی عالی،فضا بسیار زیبا و راحت و هزینه غذاها نسبت به حجم در مقایسه با سایر رستورانها بسیار مناسب،در کل تجربه بسیار خوبی که پیشنهاد میشه حتما سر بزنید🙏🏻🌸
                        "
 کالوک ,"
                            غذاي رستوران خوب بودش
نكته مثب جاي پارك اون بودش
بين پيش غذا و خود غذا فاصله زماني زياد بودش
مواد داخل همربرگر با انچه كه داخل منو نوشته شده بودش هم خواني نداشت
                        "
 کالوک ,"
                            فضای بالکن خیلی مناسب بود. 
برای دورهمی های کم تعداد خیلی فضای خوبیه. 
سالاد گرین داشتیم که حجم خوبی داشت و سس خیلی خوبی داشت. 
پیش غذای ملانژان هم خوش طعم و دلپذیر بود. 
غذای من قالیه بود که بیش از حد تند بود به حدی که طعم سایر ادویه های آن قابل درک نبود. برنج همراه آن نیز سرد سرو شد. 
نوشیدنی هم شربت زعفران داشتم ولی اندازه زعفران بیش از حد و تلخ مزه بود. 
در کل نسبت به قیمتها مناسب نبود. 
از آن رستوران‌هایی که فقط یک بار رفتم!


                        "
 کالوک ,"
                            سالاد سزار و کشک بادمجان خوب بود کیفیت میگو سوخاری متوسط بود. اما سالن و دکوراسیون خیلی خوب بود .  
در کل از نظر کیفی بالاست و جزو انتخابها برای مهمانیها میتواند باشد
                        "
 کالوک ,"
                            مثل همیشه عالی، ملانژان رو حتما امتحان کنید.
                        "
 کالوک ,"
                            ما توی تراس نشستیم، فضای خیلی خوبی داره ولی یکم میزها به هم نزدیک هستند
میکس مزه و همین طور قلیان خیلی خوب بود
از لحاظ جای پارک هم چون پارکینگ دارند اصلی مشکلی نیست
                        "
 کالوک ,"
                            Behtar az inja nadidam alie az hame nazar♥️
                        "
 کالوک ,"
                            اولین بار که رفتیم این رستوران تقریبا تصادفی بود و از همون روز برخورد خیلی گرم و محترمانه پرسنل و همینطور دکوراسیون قشنگ رستوران برامون دلنشین بود، به همین خاطر هر از گاهی سری به اینجا میزنیم و البته یه تولد سورپرایزی هم اینجا همسرم برام گرفتن که خیلی خیلی عالی بود، میز رو خیلی قشنگ تزیین کرده بودن و کلی هم توی خاطره شدن اون شب همکاری کردن
کیفیت و حجم غذاهایی هم که خوردیم خوب بوده و دوست داشتیم 
                        "
 کالوک ,"
                            تعریف این رستوران خیلی شنیده بودم ولی وقتی رفتیم با دو تا مشکل روبه‌رو شدیم
من با افرادی که رفته بودم با اسموک و دود مشکل داشتن و این جا از دو قسمت تشکیل شده و قسمت داخل هم خودش دو قسمت که اون ور سالن اسموک که بنظرم عجیبه و ابتدای ورود ما هم موزیکشون زیادی بلند و شلوغ بود که اینم سلیقه ما ولی یکم که گذشت دیدیم کیفیت غذا خیلی عالیه و به نسبت قیمت واقعا میارزه
و در انتها شب بسیار خوبی بود و موزیکشون هم آروم تر شده بود ؛)
                        "
 کالوک ,"
                            رستوران از دو قسمت تراس و فضاي داخل تشكيل شده برخورد پرسنل بسيار محترمانه بود .سفارش ما سلاد سزار با مرغ سوخاري و هات چيپس و بيف ارابيتا بود و با چك اين به ازاي غذاي اصلي موهيتو گرفتيم.بيف ارابيتا فوق العاده تند بود كه نتونستيم بخوريم.كلا خوب بود
                        "
 کالوک ,"
                            حجم غذاها بسیار نسبت به قیمت عالیست. طعم غذا بسیار خوووب. عاشق دیزاینشونم
                        "
 کالوک ,"
                            سالنش خیلی خوب بود و بیرون هم میشد قلیون یا سیگار بکشی. ما اهل این کارا نیستیم فقط جهت اطلاع گفتم.غذاهاش خیلی خوب بود ما یدونه فرنچ برگر و یه پیتزای سر لیون پستو و یه عیش غوزی و میکس مزه سفارش دادیم قیمت ها یکم بالا بود ولی ارزشش رو داشت
                        "
 کالوک ,"
                            خیلی خوب و عالی بامحیط دبش و دلپذیر یکی از رستوران های عالی هست که من رفتم☆☆☆☆☆
                        "
 کالوک ,"
                            بجرئت ميتونم بگم جزو اولين نفراتي بوديم كه اينجا رفتيم و اون اوايل جزو بهترين ها بود
هنوز هم خوبه ولي خب اون سالاد سزار با مرغ سوخاري اوليه كجا و ايني كه الان هست كجا!
باز كيفيت غذاها اونقدر تغيير نكرده كه ناراضي باشيم ولي خب كيفيت قليون بشدت پايين اومده مناسفانه!
پيتزاي پالرمو سفارش داديم كه تو منو ذكر نشده بود بصورت كالزونه هست و وقتي اومد يكم تو ذوقمون خورد
حجم عذاها خوبه ولي خب قيمتا بالاست
سرويس دهيشون يكم ميلنگه و پرسنل جديد، مثل قبل اونقدر حواس جمع نيستن و براي رستوراني كه حق سرويس داره نبايد هر درخواست كوچكي (مثل دستمال كاغذي) خيلي طول بكشه
در كل خوبه ولي خب مثل سابق نيست
                        "
 کالوک ,"
                            کیفیت غذا، دکور، برخورد پرسنل عالیه
فقط کاش قلیون نداشت یا حداقل بوش تو نمی یومد

                        "
 کالوک ,"
                            خوب بود 
ولی چیزایی که به ذهنم رسید 
۱-نا مرتب بودن پرسنل بود
۲-کم هماهنگ بودن پرسنل جهت سرو 
۳-برای سرو استیک از ظروف داغ استفاده نشده و در ظروف چینی ارائه میشد
ولی برخورد پرسنل کاملا عالی بود
کلا خووب بود و اگه این چیزا هم رعایت بشه میتونه در منطقه اندرزگو حرف برای گفتن داشته باشه
                        "
 کالوک ,"
                            شب خوبی رو اینجا اشتیم. از پارکینگ مجتمع به راحتی استفاده کردیم. سه نوع غذا سفارش دادیم و با چک این سه تا موهیتو هم گرفتیم. پاستاش خوب بود و پر خامه و قارچ...پیتزای پستوش بسیار لذیذ و جذاب بود...و یک غذای عربی تند که اون هم لذیذ بود. قیمتش هم مناسب بود. پیشنهاد میشود.
                        "
